# key: recording name
# coordinate_index: index of the keypoint data in coordinates (same as video_frame_index if every frame was used)
# video_frame_index: frame number in the video
# bodypart: name of the bodypart that was annotated
# x: x-coordinate of the annotated keypoint
# y: y-coordinate of the annotated keypoint
key,coordinate_index,video_frame_index,bodypart,x,y
R4G65S1DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,3984,3984,snout,314.10538599640927,167.17253141831236
R2G66S1DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,1553,1553,snout,258.9527827648114,319.7039497307002
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,1069,1069,left_ear,183.97971274685813,317.118671454219
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,4375,4375,tail_base,180.53267504488326,242.1456014362657
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,1986,1986,skull,425.2723518850986,255.93375224416516
R2G66H3DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,3225,3225,right_mid,263.26157989228,147.35206463195686
R1G42H2DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,4857,4857,snout,252.9204667863554,101.67881508078995
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,1872,1872,snout,226.20592459605018,246.4543985637343
R3G45TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,2223,2223,snout,217.58833034111302,99.09353680430877
R2G39H1DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,5522,5522,right_back,258.0910233393177,357.6213644524237
R3G64H2DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,1573,1573,tail_tip,175.3621184919209,357.6213644524237
R2G67H3DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,556,556,tail_tip,300.3172351885098,141.31974865350088
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,3435,3435,right_back,160.71220825852777,281.78653500897667
R1G42TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,3653,3653,tail_tip,291.69964093357265,56.86732495511666
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,963,963,left_back,169.32980251346493,276.6159784560143
R2G45H1DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,5225,5225,neck,212.41777378815073,296.4364452423698
R2G45S2DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,2329,2329,tail_tip,248.6116696588868,349.86552962298026
R1G43H2DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,8237,8237,mid_back,359.7786355475762,80.13482944344702
R3G64H2DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,7370,7370,tail_tip,177.0856373429084,367.1007181328546
