# key: recording name
# coordinate_index: index of the keypoint data in coordinates (same as video_frame_index if every frame was used)
# video_frame_index: frame number in the video
# bodypart: name of the bodypart that was annotated
# x: x-coordinate of the annotated keypoint
# y: y-coordinate of the annotated keypoint
key,coordinate_index,video_frame_index,bodypart,x,y
R1G45H2DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,753,753,left_mid,432.07870367524663,149.90952734796167
R1G42H3DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,1546,1546,right_back,401.3067830528146,146.1795975755457
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,3725,3725,skull,170.0511371630224,314.0264373342659
R3G64H3DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,3315,3315,left_mid,270.75924101825444,410.07212897397795
R2G65H1DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,1873,1873,tail_tip,187.76830358199837,174.1540708686657
R1G43TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,2561,2561,tail_tip,236.25739062340645,322.4187793222019
R2G39H2DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,4797,4797,snout,220.4051890906384,169.4916586531457
R2G0S2DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,3298,3298,snout,157.92886540267037,251.5501136462978
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,272,272,neck,188.70078602510236,300.03920068770583
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,1362,1362,left_front,182.17340892337435,294.4443060290819
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,1500,1500,snout,209.21539977339043,299.10671824460184
R1G45H1DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,1244,1244,right_mid,407.8341601545426,177.88400064108174
R2G45H1DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,378,378,neck,299.6661967544785,355.9881472739459
R3G64TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,2793,2793,mid_back,419.95643191489467,309.3640251187459
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,2496,2496,tail_base,279.15158300619055,416.59950607570596
R1G45H1DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,5210,5210,tail_mid,322.04577538897456,133.12484337208969
R2G45S2DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,2627,2627,tail_tip,242.78476772513446,347.59580528600986
R1G68H2DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,4116,4116,skull,367.7374151010706,342.9333930704899
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,3523,3523,right_front,158.86134784577436,304.70161290322585
R3G45H3DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,6482,6482,mid_mid,291.2738547665425,85.5682387737856
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,3346,3346,mid_back,177.5109967078544,286.9844464842498
R3G66S1DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,1838,1838,snout,160.72631273198235,254.34756097560978
R3G45H1DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,7991,7991,right_back,331.3705998200146,66.91858991170562
R2G66H3DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,2162,2162,mid_front,347.22280135278254,154.5719395634817
R1G45H3DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,7530,7530,mid_back,400.37430060971064,151.7744922341697
R3G67TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,4201,4201,left_mid,261.4344165872145,247.82018387388177
R2G66H3DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,3549,3549,left_mid,271.6917234613585,178.81648308418573
R1G65H1DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,1258,1258,right_ear,415.29401969937464,230.1030174549058
R3G64S2DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,1968,1968,tail_mid,349.0877662389905,155.50442200658568
R1G45TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,2881,2881,tail_base,322.04577538897456,362.5155243756739
R3G45S1DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,1156,1156,left_ear,214.81029443201444,175.0865533117697
R1G45H2DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,6942,6942,right_ear,404.1042303821266,105.15037007896962
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,3011,3011,left_front,184.0383738095824,311.22899000495386
R2G39S2DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,3837,3837,right_mid,415.29401969937464,153.6394571203777
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,198,198,snout,238.12235550961444,323.3512617653059
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,1573,1573,left_mid,181.24092648027036,294.4443060290819
R2G39H1DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,8529,8529,tail_tip,195.22816312683037,305.63409534632984
R1G42H3DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,760,760,right_mid,218.54022420443042,245.0227365445698
R3G64S2DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,4125,4125,neck,433.9436685614546,226.37308768248977
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,253,253,neck,193.36319824062238,309.3640251187459
R0G68S1DLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,1728,1728,left_mid,250.24462726996646,173.22158842556172
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,2924,2924,right_back,154.19893563025434,310.29650756184986
R4G65TDLC_HrnetW48_elm_msMay6shuffle1_snapshot_1650_p60_labeledDLC_HrnetW48_elm_msMay6shuffle1_snapshot_2910,1417,1417,mid_front,175.64603182164635,301.9041655739138
